,ARG,AUS,BRA,BRN,CAN,CHE,CHL,CHN,COL,CRI,EU,GBR,HKG,IDN,IND,ISL,ISR,JPN,KAZ,KHM,KOR,LAO,MAR,MEX,MMR,MYS,NOR,NZL,PER,PHL,ROW,RUS,SAU,SGP,THA,TUN,TUR,TWN,USA,VNM,ZAF
footprint,34315256102279.188,20581989887897.957,144352922118904.88,484647162636.3835,23880907255456.23,2312762222867.5083,13864698956036.217,1695015056212730.5,38533911720077.75,3900988527121.2563,105995791568720.89,26409043690969.426,7472051227999.208,276801069173638.6,2042390899799165.8,319208575745.54535,8171264220263.017,80600175908033.58,19799107562756.285,17801861650594.496,40981781307371.93,7792117953394.2,36963216475905.66,128280051182700.64,56381679189509.695,34483085463597.074,1462029502665.1248,5134945442427.825,24386175755902.887,114239500289701.67,216817881392352.22,32346172008954.47,6034789890916.917,71961929719197.86,11941008846427.865,96785288354608.39,17944234654618.42,248778641801012.53,100991176818604.4,109575218317499.62,2280663828225570.5
